"County","Positive†","Deaths*","Snapshot"
"Washington",330,6,2020-04-11
"Wheeler",0,0,2020-04-11
"Yamhill",30,6,2020-04-11
"Baker",0,0,2020-04-12
"Benton",23,2,2020-04-12
"Clackamas",125,3,2020-04-12
"Clatsop",6,0,2020-04-12
"Columbia",10,0,2020-04-12
"Coos",1,0,2020-04-12
"Crook",1,0,2020-04-12
"Curry",3,0,2020-04-12
"Deschutes",54,0,2020-04-12
"Douglas",14,0,2020-04-12
"Gilliam",0,0,2020-04-12
"Grant",1,0,2020-04-12
"Harney",0,0,2020-04-12
"Hood River",4,0,2020-04-12
"Jackson",46,0,2020-04-12
"Jefferson",0,0,2020-04-12
"Josephine",18,1,2020-04-12
"Klamath",25,0,2020-04-12
"Lake",0,0,2020-04-12
"Lane",37,1,2020-04-12
"Lincoln",4,0,2020-04-12
"Linn",52,4,2020-04-12
"Malheur",4,0,2020-04-12
"Marion",276,9,2020-04-12
"Morrow",5,0,2020-04-12
"Multnomah",374,19,2020-04-12
"Polk",30,1,2020-04-12
"Sherman",1,0,2020-04-12
"Tillamook",4,0,2020-04-12
"Umatilla",16,0,2020-04-12
"Union",4,0,2020-04-12
"Wallowa",1,0,2020-04-12
"Wasco",10,0,2020-04-12
"Washington",348,6,2020-04-12
"Wheeler",0,0,2020-04-12
"Yamhill",30,6,2020-04-12
"Baker",0,0,2020-04-13
"Benton",23,2,2020-04-13
"Clackamas",132,3,2020-04-13
"Clatsop",6,0,2020-04-13
"Columbia",12,0,2020-04-13
"Coos",1,0,2020-04-13
"Crook",1,0,2020-04-13
"Curry",3,0,2020-04-13
"Deschutes",54,0,2020-04-13
"Douglas",16,0,2020-04-13
"Gilliam",0,0,2020-04-13
"Grant",1,0,2020-04-13
"Harney",0,0,2020-04-13
"Hood River",4,0,2020-04-13
"Jackson",47,0,2020-04-13
"Jefferson",0,0,2020-04-13
"Josephine",19,1,2020-04-13
"Klamath",25,0,2020-04-13
"Lake",0,0,2020-04-13
"Lane",41,1,2020-04-13
"Lincoln",4,0,2020-04-13
"Linn",52,4,2020-04-13
"Malheur",4,0,2020-04-13
"Marion",280,9,2020-04-13
"Morrow",5,0,2020-04-13
"Multnomah",398,19,2020-04-13
"Polk",30,1,2020-04-13
"Sherman",1,0,2020-04-13
"Tillamook",4,0,2020-04-13
"Umatilla",16,0,2020-04-13
"Union",4,0,2020-04-13
"Wallowa",1,0,2020-04-13
"Wasco",10,0,2020-04-13
"Washington",360,7,2020-04-13
"Wheeler",0,0,2020-04-13
"Yamhill",30,6,2020-04-13
"Baker",0,0,2020-04-14
"Benton",24,3,2020-04-14
"Clackamas",135,3,2020-04-14
"Clatsop",6,0,2020-04-14
"Columbia",11,0,2020-04-14
"Coos",1,0,2020-04-14
"Crook",1,0,2020-04-14
"Curry",3,0,2020-04-14
"Deschutes",55,0,2020-04-14
"Douglas",19,0,2020-04-14
"Gilliam",0,0,2020-04-14
"Grant",1,0,2020-04-14
"Harney",0,0,2020-04-14
"Hood River",4,0,2020-04-14
"Jackson",47,0,2020-04-14
"Jefferson",1,0,2020-04-14
"Josephine",19,1,2020-04-14
"Klamath",26,0,2020-04-14
"Lake",0,0,2020-04-14
"Lane",42,1,2020-04-14
"Lincoln",4,0,2020-04-14
"Linn",52,4,2020-04-14
"Malheur",4,0,2020-04-14
"Marion",289,9,2020-04-14
"Morrow",5,0,2020-04-14
"Multnomah",420,20,2020-04-14
"Polk",30,1,2020-04-14
"Sherman",1,0,2020-04-14
"Tillamook",5,0,2020-04-14
"Umatilla",16,0,2020-04-14
"Union",4,0,2020-04-14
"Wallowa",1,0,2020-04-14
"Wasco",10,0,2020-04-14
"Washington",365,7,2020-04-14
"Wheeler",0,0,2020-04-14
"Yamhill",32,6,2020-04-14
"Baker",0,0,2020-04-15
"Benton",25,3,2020-04-15
"Clackamas",142,3,2020-04-15
"Clatsop",6,0,2020-04-15
"Columbia",14,0,2020-04-15
"Coos",1,0,2020-04-15
"Crook",1,0,2020-04-15
"Curry",3,0,2020-04-15
"Deschutes",55,0,2020-04-15
"Douglas",20,0,2020-04-15
"Gilliam",0,0,2020-04-15
"Grant",1,0,2020-04-15
"Harney",0,0,2020-04-15
"Hood River",4,0,2020-04-15
"Jackson",47,0,2020-04-15
"Jefferson",1,0,2020-04-15
"Josephine",19,1,2020-04-15
"Klamath",26,0,2020-04-15
"Lake",0,0,2020-04-15
"Lane",44,1,2020-04-15
"Lincoln",4,0,2020-04-15
"Linn",53,4,2020-04-15
"Malheur",4,0,2020-04-15
"Marion",294,10,2020-04-15
"Morrow",5,0,2020-04-15
"Multnomah",430,22,2020-04-15
"Polk",30,1,2020-04-15
"Sherman",1,0,2020-04-15
"Tillamook",5,0,2020-04-15
"Umatilla",17,0,2020-04-15
"Union",4,0,2020-04-15
"Wallowa",1,0,2020-04-15
"Wasco",10,0,2020-04-15
"Washington",364,7,2020-04-15
"Wheeler",0,0,2020-04-15
"Yamhill",32,6,2020-04-15
"Baker",0,0,2020-04-16
"Benton",27,4,2020-04-16
"Clackamas",150,3,2020-04-16
"Clatsop",6,0,2020-04-16
"Columbia",14,0,2020-04-16
"Coos",1,0,2020-04-16
"Crook",1,0,2020-04-16
"Curry",3,0,2020-04-16
"Deschutes",59,0,2020-04-16
"Douglas",22,0,2020-04-16
"Gilliam",0,0,2020-04-16
"Grant",1,0,2020-04-16
"Harney",0,0,2020-04-16
"Hood River",4,0,2020-04-16
"Jackson",47,0,2020-04-16
"Jefferson",1,0,2020-04-16
"Josephine",19,1,2020-04-16
"Klamath",29,0,2020-04-16
"Lake",0,0,2020-04-16
"Lane",45,1,2020-04-16
"Lincoln",4,0,2020-04-16
"Linn",54,4,2020-04-16
"Malheur",5,0,2020-04-16
"Marion",309,11,2020-04-16
"Morrow",5,0,2020-04-16
"Multnomah",448,26,2020-04-16
"Polk",30,1,2020-04-16
"Sherman",1,0,2020-04-16
"Tillamook",5,0,2020-04-16
"Umatilla",22,0,2020-04-16
"Union",4,0,2020-04-16
"Wallowa",1,0,2020-04-16
"Wasco",10,0,2020-04-16
"Washington",376,7,2020-04-16
"Wheeler",0,0,2020-04-16
"Yamhill",33,6,2020-04-16
"Baker",0,0,2020-04-17
"Benton",27,4,2020-04-17
"Clackamas",153,4,2020-04-17
"Clatsop",6,0,2020-04-17
"Columbia",14,0,2020-04-17
"Coos",1,0,2020-04-17
"Crook",1,0,2020-04-17
"Curry",3,0,2020-04-17
"Deschutes",61,0,2020-04-17
"Douglas",22,0,2020-04-17
"Gilliam",0,0,2020-04-17
"Grant",1,0,2020-04-17
"Harney",0,0,2020-04-17
"Hood River",4,0,2020-04-17
"Jackson",48,0,2020-04-17
"Jefferson",1,0,2020-04-17
"Josephine",19,1,2020-04-17
"Klamath",29,0,2020-04-17
"Lake",0,0,2020-04-17
"Lane",46,1,2020-04-17
"Lincoln",4,0,2020-04-17
"Linn",57,6,2020-04-17
"Malheur",5,0,2020-04-17
"Marion",317,12,2020-04-17
"Morrow",5,0,2020-04-17
"Multnomah",467,28,2020-04-17
"Polk",31,1,2020-04-17
"Sherman",1,0,2020-04-17
"Tillamook",6,0,2020-04-17
"Umatilla",23,0,2020-04-17
"Union",4,0,2020-04-17
"Wallowa",1,0,2020-04-17
"Wasco",10,0,2020-04-17
"Washington",383,7,2020-04-17
"Wheeler",0,0,2020-04-17
"Yamhill",35,6,2020-04-17
"Baker",0,0,2020-04-18
"Benton",27,4,2020-04-18
"Clackamas",154,5,2020-04-18
"Clatsop",6,0,2020-04-18
"Columbia",14,0,2020-04-18
"Coos",1,0,2020-04-18
"Crook",1,0,2020-04-18
"Curry",4,0,2020-04-18
"Deschutes",63,0,2020-04-18
"Douglas",22,0,2020-04-18
"Gilliam",0,0,2020-04-18
"Grant",1,0,2020-04-18
"Harney",0,0,2020-04-18
"Hood River",4,0,2020-04-18
"Jackson",49,0,2020-04-18
"Jefferson",1,0,2020-04-18
"Josephine",19,1,2020-04-18
"Klamath",31,0,2020-04-18
"Lake",0,0,2020-04-18
"Lane",46,1,2020-04-18
"Lincoln",4,0,2020-04-18
"Linn",59,6,2020-04-18
"Malheur",5,0,2020-04-18
"Marion",335,13,2020-04-18
"Morrow",5,0,2020-04-18
"Multnomah",493,28,2020-04-18
"Polk",32,1,2020-04-18
"Sherman",1,0,2020-04-18
"Tillamook",6,0,2020-04-18
"Umatilla",25,0,2020-04-18
"Union",4,0,2020-04-18
"Wallowa",1,0,2020-04-18
"Wasco",10,0,2020-04-18
"Washington",387,7,2020-04-18
"Wheeler",0,0,2020-04-18
"Yamhill",34,6,2020-04-18
"Baker",0,0,2020-04-19
"Benton",27,5,2020-04-19
"Clackamas",161,5,2020-04-19
"Clatsop",6,0,2020-04-19
"Columbia",14,0,2020-04-19
"Coos",1,0,2020-04-19
"Crook",1,0,2020-04-19
"Curry",4,0,2020-04-19
"Deschutes",64,0,2020-04-19
"Douglas",22,0,2020-04-19
"Gilliam",0,0,2020-04-19
"Grant",1,0,2020-04-19
"Harney",0,0,2020-04-19
"Hood River",4,0,2020-04-19
"Jackson",49,0,2020-04-19
"Jefferson",1,0,2020-04-19
"Josephine",19,1,2020-04-19
"Klamath",30,0,2020-04-19
"Lake",0,0,2020-04-19
"Lane",48,1,2020-04-19
"Lincoln",4,0,2020-04-19
"Linn",59,6,2020-04-19
"Malheur",5,0,2020-04-19
"Marion",358,13,2020-04-19
"Morrow",5,0,2020-04-19
"Multnomah",514,28,2020-04-19
"Polk",32,1,2020-04-19
"Sherman",1,0,2020-04-19
"Tillamook",6,0,2020-04-19
"Umatilla",26,0,2020-04-19
"Union",4,0,2020-04-19
"Wallowa",1,0,2020-04-19
"Wasco",10,0,2020-04-19
"Washington",399,8,2020-04-19
"Wheeler",0,0,2020-04-19
"Yamhill",34,6,2020-04-19
"Baker",0,0,2020-04-20
"Benton",28,5,2020-04-20
"Clackamas",171,5,2020-04-20
"Clatsop",6,0,2020-04-20
"Columbia",14,0,2020-04-20
"Coos",1,0,2020-04-20
"Crook",1,0,2020-04-20
"Curry",4,0,2020-04-20
"Deschutes",64,0,2020-04-20
"Douglas",23,0,2020-04-20
"Gilliam",0,0,2020-04-20
"Grant",1,0,2020-04-20
"Harney",0,0,2020-04-20
"Hood River",4,0,2020-04-20
"Jackson",48,0,2020-04-20
"Jefferson",1,0,2020-04-20
"Josephine",19,1,2020-04-20
"Klamath",31,0,2020-04-20
"Lake",0,0,2020-04-20
"Lane",48,1,2020-04-20
"Lincoln",5,0,2020-04-20
"Linn",61,6,2020-04-20
"Malheur",5,0,2020-04-20
"Marion",371,14,2020-04-20
"Morrow",5,0,2020-04-20
"Multnomah",520,28,2020-04-20
"Polk",33,1,2020-04-20
"Sherman",1,0,2020-04-20
"Tillamook",6,0,2020-04-20
"Umatilla",27,0,2020-04-20
"Union",4,0,2020-04-20
"Wallowa",1,0,2020-04-20
"Wasco",10,0,2020-04-20
"Washington",408,8,2020-04-20
"Wheeler",0,0,2020-04-20
"Yamhill",35,6,2020-04-20
"Baker",0,0,2020-04-21
"Benton",27,5,2020-04-21
"Clackamas",173,5,2020-04-21
"Clatsop",6,0,2020-04-21
"Columbia",14,0,2020-04-21
"Coos",2,0,2020-04-21
"Crook",1,0,2020-04-21
"Curry",4,0,2020-04-21
"Deschutes",64,0,2020-04-21
"Douglas",23,0,2020-04-21
"Gilliam",0,0,2020-04-21
"Grant",1,0,2020-04-21
"Harney",0,0,2020-04-21
"Hood River",4,0,2020-04-21
"Jackson",48,0,2020-04-21
"Jefferson",1,0,2020-04-21
"Josephine",19,1,2020-04-21
"Klamath",33,0,2020-04-21
"Lake",0,0,2020-04-21
"Lane",48,1,2020-04-21
"Lincoln",5,0,2020-04-21
"Linn",62,6,2020-04-21
"Malheur",5,0,2020-04-21
"Marion",381,14,2020-04-21
"Morrow",5,0,2020-04-21
"Multnomah",542,29,2020-04-21
"Polk",33,1,2020-04-21
"Sherman",1,0,2020-04-21
"Tillamook",6,0,2020-04-21
"Umatilla",29,0,2020-04-21
"Union",4,0,2020-04-21
"Wallowa",1,0,2020-04-21
"Wasco",11,0,2020-04-21
"Washington",415,10,2020-04-21
"Wheeler",0,0,2020-04-21
"Yamhill",34,6,2020-04-21
"Baker",0,0,2020-04-22
"Benton",27,5,2020-04-22
"Clackamas",183,5,2020-04-22
"Clatsop",6,0,2020-04-22
"Columbia",14,0,2020-04-22
"Coos",3,0,2020-04-22
"Crook",1,0,2020-04-22
"Curry",4,0,2020-04-22
"Deschutes",66,0,2020-04-22
"Douglas",23,0,2020-04-22
"Gilliam",0,0,2020-04-22
"Grant",1,0,2020-04-22
"Harney",0,0,2020-04-22
"Hood River",4,0,2020-04-22
"Jackson",48,0,2020-04-22
"Jefferson",2,0,2020-04-22
"Josephine",19,1,2020-04-22
"Klamath",33,0,2020-04-22
"Lake",0,0,2020-04-22
"Lane",48,1,2020-04-22
"Lincoln",5,0,2020-04-22
"Linn",63,6,2020-04-22
"Malheur",5,0,2020-04-22
"Marion",388,14,2020-04-22
"Morrow",5,0,2020-04-22
"Multnomah",566,29,2020-04-22
"Polk",33,1,2020-04-22
"Sherman",1,0,2020-04-22
"Tillamook",6,0,2020-04-22
"Umatilla",29,0,2020-04-22
"Union",4,0,2020-04-22
"Wallowa",1,0,2020-04-22
"Wasco",11,0,2020-04-22
"Washington",425,10,2020-04-22
"Wheeler",0,0,2020-04-22
"Yamhill",35,6,2020-04-22
"Baker",0,0,2020-04-23
"Benton",27,5,2020-04-23
"Clackamas",191,6,2020-04-23
"Clatsop",6,0,2020-04-23
"Columbia",14,0,2020-04-23
"Coos",4,0,2020-04-23
"Crook",1,0,2020-04-23
"Curry",4,0,2020-04-23
"Deschutes",70,0,2020-04-23
"Douglas",24,0,2020-04-23
"Gilliam",0,0,2020-04-23
"Grant",1,0,2020-04-23
"Harney",0,0,2020-04-23
"Hood River",5,0,2020-04-23
"Jackson",48,0,2020-04-23
"Jefferson",2,0,2020-04-23
"Josephine",19,1,2020-04-23
"Klamath",36,0,2020-04-23
"Lake",0,0,2020-04-23
"Lane",48,1,2020-04-23
"Lincoln",5,0,2020-04-23
"Linn",67,6,2020-04-23
"Malheur",6,0,2020-04-23
"Marion",397,14,2020-04-23
"Morrow",5,0,2020-04-23
"Multnomah",582,33,2020-04-23
"Polk",33,1,2020-04-23
"Sherman",1,0,2020-04-23
"Tillamook",6,0,2020-04-23
"Umatilla",30,0,2020-04-23
"Union",4,0,2020-04-23
"Wallowa",1,0,2020-04-23
"Wasco",12,0,2020-04-23
"Washington",443,10,2020-04-23
"Wheeler",0,0,2020-04-23
"Yamhill",35,6,2020-04-23
"Baker",0,0,2020-04-24
"Benton",27,5,2020-04-24
"Clackamas",196,6,2020-04-24
"Clatsop",6,0,2020-04-24
"Columbia",14,0,2020-04-24
"Coos",4,0,2020-04-24
"Crook",1,0,2020-04-24
"Curry",4,0,2020-04-24
"Deschutes",70,0,2020-04-24
"Douglas",23,0,2020-04-24
"Gilliam",0,0,2020-04-24
"Grant",1,0,2020-04-24
"Harney",0,0,2020-04-24
"Hood River",5,0,2020-04-24
"Jackson",48,0,2020-04-24
"Jefferson",2,0,2020-04-24
"Josephine",19,1,2020-04-24
"Klamath",36,0,2020-04-24
"Lake",0,0,2020-04-24
"Lane",50,1,2020-04-24
"Lincoln",5,0,2020-04-24
"Linn",67,7,2020-04-24
"Malheur",6,0,2020-04-24
"Marion",417,14,2020-04-24
"Morrow",5,0,2020-04-24
"Multnomah",596,35,2020-04-24
"Polk",33,1,2020-04-24
"Sherman",1,0,2020-04-24
"Tillamook",6,0,2020-04-24
"Umatilla",32,0,2020-04-24
"Union",4,0,2020-04-24
"Wallowa",1,0,2020-04-24
"Wasco",12,0,2020-04-24
"Washington",451,10,2020-04-24
"Wheeler",0,0,2020-04-24
"Yamhill",35,6,2020-04-24
"Baker",0,0,2020-04-25
"Benton",28,5,2020-04-25
"Clackamas",201,6,2020-04-25
"Clatsop",6,0,2020-04-25
"Columbia",14,0,2020-04-25
"Coos",8,0,2020-04-25
"Crook",1,0,2020-04-25
"Curry",4,0,2020-04-25
"Deschutes",71,0,2020-04-25
"Douglas",23,0,2020-04-25
"Gilliam",0,0,2020-04-25
"Grant",1,0,2020-04-25
"Harney",0,0,2020-04-25
"Hood River",5,0,2020-04-25
"Jackson",49,0,2020-04-25
"Jefferson",5,0,2020-04-25
"Josephine",19,1,2020-04-25
"Klamath",36,0,2020-04-25
"Lake",0,0,2020-04-25
"Lane",50,2,2020-04-25
"Lincoln",5,0,2020-04-25
"Linn",71,7,2020-04-25
"Malheur",6,0,2020-04-25
"Marion",432,14,2020-04-25
"Morrow",5,0,2020-04-25
"Multnomah",623,35,2020-04-25
"Polk",37,1,2020-04-25
"Sherman",1,0,2020-04-25
"Tillamook",6,0,2020-04-25
"Umatilla",35,0,2020-04-25
"Union",4,0,2020-04-25
"Wallowa",1,0,2020-04-25
"Wasco",12,0,2020-04-25
"Washington",459,10,2020-04-25
"Wheeler",0,0,2020-04-25
"Yamhill",35,6,2020-04-25
"Baker",0,0,2020-04-26
"Benton",29,5,2020-04-26
"Clackamas",204,6,2020-04-26
"Clatsop",6,0,2020-04-26
"Columbia",14,0,2020-04-26
"Coos",12,0,2020-04-26
"Crook",1,0,2020-04-26
"Curry",4,0,2020-04-26
"Deschutes",73,0,2020-04-26
"Douglas",23,0,2020-04-26
"Gilliam",0,0,2020-04-26
"Grant",1,0,2020-04-26
"Harney",0,0,2020-04-26
"Hood River",5,0,2020-04-26
"Jackson",49,0,2020-04-26
"Jefferson",6,0,2020-04-26
"Josephine",20,1,2020-04-26
"Klamath",36,0,2020-04-26
"Lake",0,0,2020-04-26
"Lane",50,2,2020-04-26
"Lincoln",5,0,2020-04-26
"Linn",74,7,2020-04-26
"Malheur",6,0,2020-04-26
"Marion",436,15,2020-04-26
"Morrow",5,0,2020-04-26
"Multnomah",652,37,2020-04-26
"Polk",38,1,2020-04-26
"Sherman",1,0,2020-04-26
"Tillamook",6,0,2020-04-26
"Umatilla",36,0,2020-04-26
"Union",4,0,2020-04-26
"Wallowa",1,0,2020-04-26
"Wasco",12,1,2020-04-26
"Washington",466,10,2020-04-26
"Wheeler",0,0,2020-04-26
"Yamhill",36,6,2020-04-26
"Baker",0,0,2020-04-27
"Benton",29,5,2020-04-27
"Clackamas",204,6,2020-04-27
"Clatsop",6,0,2020-04-27
"Columbia",14,0,2020-04-27
"Coos",14,0,2020-04-27
"Crook",1,0,2020-04-27
"Curry",4,0,2020-04-27
"Deschutes",75,0,2020-04-27
"Douglas",23,0,2020-04-27
"Gilliam",0,0,2020-04-27
"Grant",1,0,2020-04-27
"Harney",0,0,2020-04-27
"Hood River",5,0,2020-04-27
"Jackson",49,0,2020-04-27
"Jefferson",6,0,2020-04-27
"Josephine",20,1,2020-04-27
"Klamath",36,0,2020-04-27
"Lake",0,0,2020-04-27
"Lane",50,2,2020-04-27
"Lincoln",5,0,2020-04-27
"Linn",79,7,2020-04-27
"Malheur",7,0,2020-04-27
"Marion",447,15,2020-04-27
"Morrow",5,0,2020-04-27
"Multnomah",664,37,2020-04-27
"Polk",38,1,2020-04-27
"Sherman",1,0,2020-04-27
"Tillamook",6,0,2020-04-27
"Umatilla",36,0,2020-04-27
"Union",4,0,2020-04-27
"Wallowa",1,0,2020-04-27
"Wasco",12,1,2020-04-27
"Washington",475,11,2020-04-27
"Wheeler",0,0,2020-04-27
"Yamhill",37,6,2020-04-27
"Baker",0,0,2020-04-28
"Benton",29,5,2020-04-28
"Clackamas",205,7,2020-04-28
"Clatsop",6,0,2020-04-28
"Columbia",14,0,2020-04-28
"Coos",15,0,2020-04-28
"Crook",1,0,2020-04-28
"Curry",4,0,2020-04-28
"Deschutes",75,0,2020-04-28
"Douglas",23,0,2020-04-28
"Gilliam",0,0,2020-04-28
"Grant",1,0,2020-04-28
"Harney",1,0,2020-04-28
"Hood River",5,0,2020-04-28
"Jackson",49,0,2020-04-28
"Jefferson",6,0,2020-04-28
"Josephine",20,1,2020-04-28
"Klamath",37,0,2020-04-28
"Lake",0,0,2020-04-28
"Lane",50,2,2020-04-28
"Lincoln",5,0,2020-04-28
"Linn",81,7,2020-04-28
"Malheur",7,0,2020-04-28
"Marion",456,17,2020-04-28
"Morrow",6,0,2020-04-28
"Multnomah",677,40,2020-04-28
"Polk",38,1,2020-04-28
"Sherman",1,0,2020-04-28
"Tillamook",6,0,2020-04-28
"Umatilla",37,0,2020-04-28
"Union",4,0,2020-04-28
"Wallowa",1,0,2020-04-28
"Wasco",13,1,2020-04-28
"Washington",474,11,2020-04-28
"Wheeler",0,0,2020-04-28
"Yamhill",38,7,2020-04-28
"Baker",0,0,2020-04-29
"Benton",29,5,2020-04-29
"Clackamas",206,7,2020-04-29
"Clatsop",6,0,2020-04-29
"Columbia",14,0,2020-04-29
"Coos",15,0,2020-04-29
"Crook",1,0,2020-04-29
"Curry",4,0,2020-04-29
"Deschutes",75,0,2020-04-29
"Douglas",23,0,2020-04-29
"Gilliam",0,0,2020-04-29
"Grant",1,0,2020-04-29
"Harney",1,0,2020-04-29
"Hood River",6,0,2020-04-29
"Jackson",49,0,2020-04-29
"Jefferson",10,0,2020-04-29
"Josephine",20,1,2020-04-29
"Klamath",37,0,2020-04-29
"Lake",0,0,2020-04-29
"Lane",50,2,2020-04-29
"Lincoln",5,0,2020-04-29
"Linn",82,7,2020-04-29
"Malheur",7,0,2020-04-29
"Marion",474,17,2020-04-29
"Morrow",6,0,2020-04-29
"Multnomah",696,42,2020-04-29
"Polk",39,1,2020-04-29
"Sherman",1,0,2020-04-29
"Tillamook",6,0,2020-04-29
"Umatilla",45,0,2020-04-29
"Union",4,0,2020-04-29
"Wallowa",1,0,2020-04-29
"Wasco",13,1,2020-04-29
"Washington",481,11,2020-04-29
"Wheeler",0,0,2020-04-29
"Yamhill",39,7,2020-04-29
"Baker",0,0,2020-04-30
"Benton",30,5,2020-04-30
"Clackamas",214,7,2020-04-30
"Clatsop",6,0,2020-04-30
"Columbia",14,0,2020-04-30
"Coos",20,0,2020-04-30
"Crook",1,0,2020-04-30
"Curry",4,0,2020-04-30
"Deschutes",76,0,2020-04-30
"Douglas",23,0,2020-04-30
"Gilliam",0,0,2020-04-30
"Grant",1,0,2020-04-30
"Harney",1,0,2020-04-30
"Hood River",6,0,2020-04-30
"Jackson",49,0,2020-04-30
"Jefferson",10,0,2020-04-30
"Josephine",20,1,2020-04-30
"Klamath",38,0,2020-04-30
"Lake",0,0,2020-04-30
"Lane",50,2,2020-04-30
"Lincoln",5,0,2020-04-30
"Linn",86,7,2020-04-30
"Malheur",8,0,2020-04-30
"Marion",491,18,2020-04-30
"Morrow",6,0,2020-04-30
"Multnomah",707,43,2020-04-30
"Polk",39,1,2020-04-30
"Sherman",1,0,2020-04-30
"Tillamook",6,0,2020-04-30
"Umatilla",50,0,2020-04-30
"Union",4,0,2020-04-30
"Wallowa",1,0,2020-04-30
"Wasco",13,1,2020-04-30
"Washington",491,11,2020-04-30
"Wheeler",0,0,2020-04-30
"Yamhill",39,7,2020-04-30
"Baker",0,0,2020-05-01
"Benton",32,5,2020-05-01
"Clackamas",222,7,2020-05-01
"Clatsop",7,0,2020-05-01
"Columbia",14,0,2020-05-01
"Coos",21,0,2020-05-01
"Crook",1,0,2020-05-01
"Curry",4,0,2020-05-01
"Deschutes",76,0,2020-05-01
"Douglas",24,0,2020-05-01
"Gilliam",0,0,2020-05-01
"Grant",1,0,2020-05-01
"Harney",1,0,2020-05-01
"Hood River",6,0,2020-05-01
"Jackson",49,0,2020-05-01
"Jefferson",10,0,2020-05-01
"Josephine",21,1,2020-05-01
"Klamath",39,0,2020-05-01
"Lake",0,0,2020-05-01
"Lane",50,2,2020-05-01
"Lincoln",5,0,2020-05-01
"Linn",87,7,2020-05-01
"Malheur",10,0,2020-05-01
"Marion",508,18,2020-05-01
"Morrow",8,0,2020-05-01
"Multnomah",720,44,2020-05-01
"Polk",42,1,2020-05-01
"Sherman",1,0,2020-05-01
"Tillamook",6,0,2020-05-01
"Umatilla",57,0,2020-05-01
"Union",4,0,2020-05-01
"Wallowa",1,0,2020-05-01
"Wasco",13,1,2020-05-01
"Washington",500,11,2020-05-01
"Wheeler",0,0,2020-05-01
"Yamhill",39,7,2020-05-01
"Baker",0,0,2020-05-02
"Benton",32,5,2020-05-02
"Clackamas",224,7,2020-05-02
"Clatsop",7,0,2020-05-02
"Columbia",14,0,2020-05-02
"Coos",21,0,2020-05-02
"Crook",1,0,2020-05-02
"Curry",4,0,2020-05-02
"Deschutes",78,0,2020-05-02
"Douglas",24,0,2020-05-02
"Gilliam",0,0,2020-05-02
"Grant",1,0,2020-05-02
"Harney",1,0,2020-05-02
"Hood River",7,0,2020-05-02
"Jackson",49,0,2020-05-02
"Jefferson",13,0,2020-05-02
"Josephine",21,1,2020-05-02
"Klamath",39,0,2020-05-02
"Lake",0,0,2020-05-02
"Lane",54,2,2020-05-02
"Lincoln",5,0,2020-05-02
"Linn",87,7,2020-05-02
"Malheur",12,0,2020-05-02
"Marion",523,19,2020-05-02
"Morrow",9,0,2020-05-02
"Multnomah",734,46,2020-05-02
"Polk",41,2,2020-05-02
"Sherman",1,0,2020-05-02
"Tillamook",6,0,2020-05-02
"Umatilla",61,1,2020-05-02
"Union",4,0,2020-05-02
"Wallowa",1,0,2020-05-02
"Wasco",13,1,2020-05-02
"Washington",509,11,2020-05-02
"Wheeler",0,0,2020-05-02
"Yamhill",39,7,2020-05-02
"Baker",0,0,2020-05-03
"Benton",32,5,2020-05-03
"Clackamas",225,7,2020-05-03
"Clatsop",7,0,2020-05-03
"Columbia",14,0,2020-05-03
"Coos",25,0,2020-05-03
"Crook",1,0,2020-05-03
"Curry",4,0,2020-05-03
"Deschutes",78,0,2020-05-03
"Douglas",24,0,2020-05-03
"Gilliam",0,0,2020-05-03
"Grant",1,0,2020-05-03
"Harney",1,0,2020-05-03
"Hood River",9,0,2020-05-03
"Jackson",49,0,2020-05-03
"Jefferson",13,0,2020-05-03
"Josephine",22,1,2020-05-03
"Klamath",39,0,2020-05-03
"Lake",0,0,2020-05-03
"Lane",54,2,2020-05-03
"Lincoln",5,0,2020-05-03
"Linn",87,7,2020-05-03
"Malheur",13,0,2020-05-03
"Marion",544,19,2020-05-03
"Morrow",9,0,2020-05-03
"Multnomah",739,46,2020-05-03
"Polk",41,2,2020-05-03
"Sherman",1,0,2020-05-03
"Tillamook",6,0,2020-05-03
"Umatilla",64,1,2020-05-03
"Union",4,0,2020-05-03
"Wallowa",1,0,2020-05-03
"Wasco",13,1,2020-05-03
"Washington",516,11,2020-05-03
"Wheeler",0,0,2020-05-03
"Yamhill",39,7,2020-05-03
"Baker",0,0,2020-05-04
"Benton",36,5,2020-05-04
"Clackamas",226,7,2020-05-04
"Clatsop",8,0,2020-05-04
"Columbia",14,0,2020-05-04
"Coos",27,0,2020-05-04
"Crook",1,0,2020-05-04
"Curry",4,0,2020-05-04
"Deschutes",79,0,2020-05-04
"Douglas",24,0,2020-05-04
"Gilliam",0,0,2020-05-04
"Grant",1,0,2020-05-04
"Harney",1,0,2020-05-04
"Hood River",10,0,2020-05-04
"Jackson",49,0,2020-05-04
"Jefferson",14,0,2020-05-04
"Josephine",22,1,2020-05-04
"Klamath",39,0,2020-05-04
"Lake",0,0,2020-05-04
"Lane",55,2,2020-05-04
"Lincoln",5,0,2020-05-04
"Linn",97,7,2020-05-04
"Malheur",13,0,2020-05-04
"Marion",561,19,2020-05-04
"Morrow",9,0,2020-05-04
"Multnomah",754,46,2020-05-04
"Polk",49,2,2020-05-04
"Sherman",1,0,2020-05-04
"Tillamook",6,0,2020-05-04
"Umatilla",70,1,2020-05-04
"Union",4,0,2020-05-04
